customer_id,age,gender,user_type,phone,email,home_region,full_address
C-1510,22,Female,Subscriber,+1-555-2684,user_1510@zencity-bikes.com,Downtown,371 Broadway Ave
C-1628,22,Female,Subscriber,+1-555-1916,user_1628@zencity-bikes.com,Downtown,62 Broadway Ave
C-1643,22,Female,Subscriber,+1-555-6764,user_1643@zencity-bikes.com,Downtown,968 Broadway Ave
C-1578,22,Female,Subscriber,+1-555-9596,user_1578@zencity-bikes.com,Downtown,704 Broadway Ave
C-0047,22,Female,Subscriber,+1-555-5612,user_0047@zencity-bikes.com,Downtown,275 Broadway Ave
C-1416,26,Female,Subscriber,+1-555-1176,user_1416@zencity-bikes.com,Downtown,600 Oak Lane
C-1610,26,Female,Subscriber,+1-555-1968,user_1610@zencity-bikes.com,Downtown,618 Oak Lane
C-1657,26,Female,Subscriber,+1-555-5352,user_1657@zencity-bikes.com,Downtown,168 Oak Lane
C-1296,26,Female,Subscriber,+1-555-2352,user_1296@zencity-bikes.com,Downtown,255 Oak Lane
C-1386,26,Female,Subscriber,+1-555-3048,user_1386@zencity-bikes.com,Downtown,852 Oak Lane
C-1435,26,Female,Subscriber,+1-555-2400,user_1435@zencity-bikes.com,Downtown,240 Oak Lane
C-1336,26,Female,Subscriber,+1-555-7776,user_1336@zencity-bikes.com,Downtown,459 Oak Lane
C-1340,26,Female,Subscriber,+1-555-8784,user_1340@zencity-bikes.com,Downtown,558 Oak Lane
C-0116,26,Female,Subscriber,+1-555-2688,user_0116@zencity-bikes.com,Downtown,150 Oak Lane
C-0150,26,Female,Subscriber,+1-555-1320,user_0150@zencity-bikes.com,Downtown,951 Oak Lane
C-1523,26,Female,Subscriber,+1-555-7104,user_1523@zencity-bikes.com,Downtown,822 Oak Lane
C-0073,26,Female,Subscriber,+1-555-4608,user_0073@zencity-bikes.com,Downtown,342 Oak Lane
C-0002,26,Female,Subscriber,+1-555-8496,user_0002@zencity-bikes.com,Downtown,36 Oak Lane
C-0105,26,Female,Subscriber,+1-555-2256,user_0105@zencity-bikes.com,Downtown,708 Oak Lane
C-1299,26,Female,Subscriber,+1-555-9336,user_1299@zencity-bikes.com,Downtown,768 Oak Lane
C-1277,30,Female,Customer,+1-555-2452,user_1277@zencity-bikes.com,Downtown,526 Main St
C-1349,30,Female,Customer,+1-555-4492,user_1349@zencity-bikes.com,Downtown,1 Main St
C-1646,30,Female,Customer,+1-555-3580,user_1646@zencity-bikes.com,Downtown,34 Main St
C-0085,30,Female,Customer,+1-555-1660,user_0085@zencity-bikes.com,Downtown,535 Main St
C-0119,30,Female,Customer,+1-555-8740,user_0119@zencity-bikes.com,Downtown,505 Main St
C-1253,30,Female,Customer,+1-555-7948,user_1253@zencity-bikes.com,Downtown,496 Main St
C-1559,30,Female,Customer,+1-555-9412,user_1559@zencity-bikes.com,Downtown,34 Main St
C-1298,30,Female,Customer,+1-555-1972,user_1298@zencity-bikes.com,Downtown,253 Main St
C-0075,30,Female,Customer,+1-555-6940,user_0075@zencity-bikes.com,Downtown,352 Main St
C-1480,30,Female,Customer,+1-555-4540,user_1480@zencity-bikes.com,Downtown,409 Main St
C-1614,30,Female,Customer,+1-555-4084,user_1614@zencity-bikes.com,Downtown,871 Main St
C-0062,30,Female,Customer,+1-555-1564,user_0062@zencity-bikes.com,Downtown,673 Main St
C-0069,30,Female,Customer,+1-555-5644,user_0069@zencity-bikes.com,Downtown,937 Main St
C-1443,30,Female,Customer,+1-555-6148,user_1443@zencity-bikes.com,Downtown,766 Main St
C-1506,30,Female,Customer,+1-555-2188,user_1506@zencity-bikes.com,Downtown,973 Main St
C-0042,34,Female,Subscriber,+1-555-5216,user_0042@zencity-bikes.com,Downtown,599 Broadway Ave
C-0059,34,Female,Subscriber,+1-555-5384,user_0059@zencity-bikes.com,Downtown,848 Broadway Ave
C-1464,34,Female,Subscriber,+1-555-2048,user_1464@zencity-bikes.com,Downtown,725 Broadway Ave
C-0015,34,Female,Subscriber,+1-555-3824,user_0015@zencity-bikes.com,Downtown,404 Broadway Ave
C-1419,34,Female,Subscriber,+1-555-8864,user_1419@zencity-bikes.com,Downtown,935 Broadway Ave
C-1439,34,Female,Subscriber,+1-555-6128,user_1439@zencity-bikes.com,Downtown,251 Broadway Ave
C-1294,34,Female,Subscriber,+1-555-3560,user_1294@zencity-bikes.com,Downtown,617 Broadway Ave
C-1257,34,Female,Subscriber,+1-555-4832,user_1257@zencity-bikes.com,Downtown,728 Broadway Ave
C-1268,34,Female,Subscriber,+1-555-5432,user_1268@zencity-bikes.com,Downtown,140 Broadway Ave
C-1388,34,Female,Subscriber,+1-555-2744,user_1388@zencity-bikes.com,Downtown,908 Broadway Ave
C-1368,34,Female,Subscriber,+1-555-5168,user_1368@zencity-bikes.com,Downtown,182 Broadway Ave
C-1454,38,Female,Subscriber,+1-555-3876,user_1454@zencity-bikes.com,Downtown,222 Oak Lane
C-0034,38,Female,Subscriber,+1-555-7284,user_0034@zencity-bikes.com,Downtown,723 Oak Lane
C-1468,38,Female,Subscriber,+1-555-8220,user_1468@zencity-bikes.com,Downtown,480 Oak Lane
C-1412,38,Female,Subscriber,+1-555-7716,user_1412@zencity-bikes.com,Downtown,165 Oak Lane
C-1472,38,Female,Subscriber,+1-555-4716,user_1472@zencity-bikes.com,Downtown,486 Oak Lane
C-1383,38,Female,Subscriber,+1-555-8268,user_1383@zencity-bikes.com,Downtown,105 Oak Lane
C-1520,38,Female,Subscriber,+1-555-2724,user_1520@zencity-bikes.com,Downtown,537 Oak Lane
C-1512,38,Female,Subscriber,+1-555-3588,user_1512@zencity-bikes.com,Downtown,78 Oak Lane
C-1376,42,Female,Customer,+1-555-8728,user_1376@zencity-bikes.com,Downtown,340 Main St
C-0036,42,Female,Customer,+1-555-9760,user_0036@zencity-bikes.com,Downtown,760 Main St
C-1286,42,Female,Customer,+1-555-7576,user_1286@zencity-bikes.com,Downtown,934 Main St
C-1613,42,Female,Customer,+1-555-5488,user_1613@zencity-bikes.com,Downtown,268 Main St
C-1492,42,Female,Customer,+1-555-1408,user_1492@zencity-bikes.com,Downtown,661 Main St
C-1329,42,Female,Customer,+1-555-8320,user_1329@zencity-bikes.com,Downtown,607 Main St
C-1405,42,Female,Customer,+1-555-9232,user_1405@zencity-bikes.com,Downtown,466 Main St
C-0089,42,Female,Customer,+1-555-7528,user_0089@zencity-bikes.com,Downtown,967 Main St
C-1516,42,Female,Customer,+1-555-7600,user_1516@zencity-bikes.com,Downtown,976 Main St
C-1607,42,Female,Customer,+1-555-1096,user_1607@zencity-bikes.com,Downtown,133 Main St
C-1599,46,Female,Subscriber,+1-555-9260,user_1599@zencity-bikes.com,Downtown,773 Broadway Ave
C-0168,46,Female,Subscriber,+1-555-6860,user_0168@zencity-bikes.com,Downtown,299 Broadway Ave
C-1573,46,Female,Subscriber,+1-555-9068,user_1573@zencity-bikes.com,Downtown,878 Broadway Ave
C-1450,46,Female,Subscriber,+1-555-1076,user_1450@zencity-bikes.com,Downtown,185 Broadway Ave
C-1650,46,Female,Subscriber,+1-555-2516,user_1650@zencity-bikes.com,Downtown,788 Broadway Ave
C-1541,46,Female,Subscriber,+1-555-5660,user_1541@zencity-bikes.com,Downtown,782 Broadway Ave
C-1556,46,Female,Subscriber,+1-555-8132,user_1556@zencity-bikes.com,Downtown,743 Broadway Ave
C-1558,50,Female,Subscriber,+1-555-7560,user_1558@zencity-bikes.com,Downtown,981 Oak Lane
C-1501,50,Female,Subscriber,+1-555-4584,user_1501@zencity-bikes.com,Downtown,354 Oak Lane
C-1345,50,Female,Subscriber,+1-555-7752,user_1345@zencity-bikes.com,Downtown,669 Oak Lane
C-0151,50,Female,Subscriber,+1-555-8400,user_0151@zencity-bikes.com,Downtown,246 Oak Lane
C-1371,50,Female,Subscriber,+1-555-8304,user_1371@zencity-bikes.com,Downtown,213 Oak Lane
C-0143,50,Female,Subscriber,+1-555-6672,user_0143@zencity-bikes.com,Downtown,930 Oak Lane
C-1544,50,Female,Subscriber,+1-555-1368,user_1544@zencity-bikes.com,Downtown,279 Oak Lane
C-1361,50,Female,Subscriber,+1-555-5088,user_1361@zencity-bikes.com,Downtown,777 Oak Lane
C-0127,50,Female,Subscriber,+1-555-4824,user_0127@zencity-bikes.com,Downtown,981 Oak Lane
C-1539,50,Female,Subscriber,+1-555-8832,user_1539@zencity-bikes.com,Downtown,633 Oak Lane
C-0020,54,Female,Customer,+1-555-8692,user_0020@zencity-bikes.com,Downtown,412 Main St
C-1429,54,Female,Customer,+1-555-6340,user_1429@zencity-bikes.com,Downtown,148 Main St
C-1304,54,Female,Customer,+1-555-6964,user_1304@zencity-bikes.com,Downtown,178 Main St
C-1639,54,Female,Customer,+1-555-3700,user_1639@zencity-bikes.com,Downtown,136 Main St
C-0049,54,Female,Customer,+1-555-1876,user_0049@zencity-bikes.com,Downtown,787 Main St
C-1421,54,Female,Customer,+1-555-4372,user_1421@zencity-bikes.com,Downtown,799 Main St
C-0166,54,Female,Customer,+1-555-5572,user_0166@zencity-bikes.com,Downtown,712 Main St
C-1415,54,Female,Customer,+1-555-9364,user_1415@zencity-bikes.com,Downtown,625 Main St
C-0109,54,Female,Customer,+1-555-6628,user_0109@zencity-bikes.com,Downtown,625 Main St
C-1585,54,Female,Customer,+1-555-5404,user_1585@zencity-bikes.com,Downtown,139 Main St
C-1508,58,Female,Subscriber,+1-555-8576,user_1508@zencity-bikes.com,Downtown,431 Broadway Ave
C-1287,58,Female,Subscriber,+1-555-6656,user_1287@zencity-bikes.com,Downtown,689 Broadway Ave
C-1574,58,Female,Subscriber,+1-555-3584,user_1574@zencity-bikes.com,Downtown,695 Broadway Ave
C-1280,58,Female,Subscriber,+1-555-8168,user_1280@zencity-bikes.com,Downtown,311 Broadway Ave
C-1602,58,Female,Subscriber,+1-555-6248,user_1602@zencity-bikes.com,Downtown,551 Broadway Ave
C-1387,58,Female,Subscriber,+1-555-9128,user_1387@zencity-bikes.com,Downtown,569 Broadway Ave
C-1303,58,Female,Subscriber,+1-555-2672,user_1303@zencity-bikes.com,Downtown,800 Broadway Ave
C-1567,58,Female,Subscriber,+1-555-5576,user_1567@zencity-bikes.com,Downtown,518 Broadway Ave
C-1436,58,Female,Subscriber,+1-555-9680,user_1436@zencity-bikes.com,Downtown,887 Broadway Ave
C-1407,58,Female,Subscriber,+1-555-3560,user_1407@zencity-bikes.com,Downtown,626 Broadway Ave
C-1385,58,Female,Subscriber,+1-555-4424,user_1385@zencity-bikes.com,Downtown,923 Broadway Ave
C-0077,58,Female,Subscriber,+1-555-9560,user_0077@zencity-bikes.com,Downtown,137 Broadway Ave
C-0046,58,Female,Subscriber,+1-555-7760,user_0046@zencity-bikes.com,Downtown,551 Broadway Ave
C-1446,62,Female,Subscriber,+1-555-5076,user_1446@zencity-bikes.com,Downtown,585 Oak Lane
C-1495,62,Female,Subscriber,+1-555-4164,user_1495@zencity-bikes.com,Downtown,987 Oak Lane
C-1476,62,Female,Subscriber,+1-555-4716,user_1476@zencity-bikes.com,Downtown,117 Oak Lane
C-1437,62,Female,Subscriber,+1-555-1404,user_1437@zencity-bikes.com,Downtown,693 Oak Lane
C-1391,62,Female,Subscriber,+1-555-6516,user_1391@zencity-bikes.com,Downtown,918 Oak Lane
C-0152,62,Female,Subscriber,+1-555-8292,user_0152@zencity-bikes.com,Downtown,165 Oak Lane
C-1262,62,Female,Subscriber,+1-555-3468,user_1262@zencity-bikes.com,Downtown,876 Oak Lane
C-0086,62,Female,Subscriber,+1-555-2268,user_0086@zencity-bikes.com,Downtown,693 Oak Lane
C-1430,62,Female,Subscriber,+1-555-9300,user_1430@zencity-bikes.com,Downtown,318 Oak Lane
C-1475,62,Female,Subscriber,+1-555-4572,user_1475@zencity-bikes.com,Downtown,234 Oak Lane
C-1265,62,Female,Subscriber,+1-555-7620,user_1265@zencity-bikes.com,Downtown,285 Oak Lane
C-1256,19,Male,Subscriber,+1-555-6401,user_1256@zencity-bikes.com,North Side,362 Broadway Ave
C-1357,19,Male,Subscriber,+1-555-7865,user_1357@zencity-bikes.com,North Side,494 Broadway Ave
C-1334,19,Male,Subscriber,+1-555-7673,user_1334@zencity-bikes.com,North Side,95 Broadway Ave
C-0121,19,Male,Subscriber,+1-555-6929,user_0121@zencity-bikes.com,North Side,395 Broadway Ave
C-0070,19,Male,Subscriber,+1-555-9665,user_0070@zencity-bikes.com,North Side,548 Broadway Ave
C-1609,19,Male,Subscriber,+1-555-9329,user_1609@zencity-bikes.com,North Side,320 Broadway Ave
C-1320,19,Male,Subscriber,+1-555-2609,user_1320@zencity-bikes.com,North Side,278 Broadway Ave
C-1483,19,Male,Subscriber,+1-555-7625,user_1483@zencity-bikes.com,North Side,227 Broadway Ave
C-1583,19,Male,Subscriber,+1-555-3377,user_1583@zencity-bikes.com,North Side,317 Broadway Ave
C-1500,19,Male,Subscriber,+1-555-8441,user_1500@zencity-bikes.com,North Side,242 Broadway Ave
C-0083,19,Male,Subscriber,+1-555-4529,user_0083@zencity-bikes.com,North Side,47 Broadway Ave
C-1284,19,Male,Subscriber,+1-555-6185,user_1284@zencity-bikes.com,North Side,668 Broadway Ave
C-1282,19,Male,Subscriber,+1-555-1553,user_1282@zencity-bikes.com,North Side,950 Broadway Ave
C-1432,19,Male,Subscriber,+1-555-7217,user_1432@zencity-bikes.com,North Side,296 Broadway Ave
C-0110,23,Male,Subscriber,+1-555-7629,user_0110@zencity-bikes.com,North Side,411 Oak Lane
C-1337,23,Male,Subscriber,+1-555-4341,user_1337@zencity-bikes.com,North Side,318 Oak Lane
C-1363,23,Male,Subscriber,+1-555-9501,user_1363@zencity-bikes.com,North Side,735 Oak Lane
C-0141,23,Male,Subscriber,+1-555-3045,user_0141@zencity-bikes.com,North Side,885 Oak Lane
C-1499,23,Male,Subscriber,+1-555-5541,user_1499@zencity-bikes.com,North Side,60 Oak Lane
C-1359,23,Male,Subscriber,+1-555-2901,user_1359@zencity-bikes.com,North Side,237 Oak Lane
C-0027,23,Male,Subscriber,+1-555-3261,user_0027@zencity-bikes.com,North Side,570 Oak Lane
C-1580,23,Male,Subscriber,+1-555-6477,user_1580@zencity-bikes.com,North Side,429 Oak Lane
C-1582,23,Male,Subscriber,+1-555-4653,user_1582@zencity-bikes.com,North Side,855 Oak Lane
C-1323,23,Male,Subscriber,+1-555-1749,user_1323@zencity-bikes.com,North Side,624 Oak Lane
C-1584,23,Male,Subscriber,+1-555-9621,user_1584@zencity-bikes.com,North Side,432 Oak Lane
C-1353,23,Male,Subscriber,+1-555-3093,user_1353@zencity-bikes.com,North Side,744 Oak Lane
C-1455,23,Male,Subscriber,+1-555-6525,user_1455@zencity-bikes.com,North Side,234 Oak Lane
C-1410,23,Male,Subscriber,+1-555-8709,user_1410@zencity-bikes.com,North Side,285 Oak Lane
C-0107,23,Male,Subscriber,+1-555-4413,user_0107@zencity-bikes.com,North Side,723 Oak Lane
C-1348,23,Male,Subscriber,+1-555-6477,user_1348@zencity-bikes.com,North Side,996 Oak Lane
C-1374,27,Male,Customer,+1-555-5425,user_1374@zencity-bikes.com,North Side,385 Main St
C-1625,27,Male,Customer,+1-555-1321,user_1625@zencity-bikes.com,North Side,106 Main St
C-1319,27,Male,Customer,+1-555-9865,user_1319@zencity-bikes.com,North Side,46 Main St
C-1382,27,Male,Customer,+1-555-5857,user_1382@zencity-bikes.com,North Side,502 Main St
C-1452,27,Male,Customer,+1-555-1393,user_1452@zencity-bikes.com,North Side,961 Main St
C-1569,27,Male,Customer,+1-555-2281,user_1569@zencity-bikes.com,North Side,328 Main St
C-1380,27,Male,Customer,+1-555-1129,user_1380@zencity-bikes.com,North Side,589 Main St
C-1408,27,Male,Customer,+1-555-6025,user_1408@zencity-bikes.com,North Side,274 Main St
C-1445,27,Male,Customer,+1-555-8425,user_1445@zencity-bikes.com,North Side,829 Main St
C-1252,31,Male,Subscriber,+1-555-7037,user_1252@zencity-bikes.com,North Side,152 Broadway Ave
C-0149,31,Male,Subscriber,+1-555-3389,user_0149@zencity-bikes.com,North Side,77 Broadway Ave
C-1587,31,Male,Subscriber,+1-555-8477,user_1587@zencity-bikes.com,North Side,611 Broadway Ave
C-0132,31,Male,Subscriber,+1-555-2045,user_0132@zencity-bikes.com,North Side,560 Broadway Ave
C-1532,31,Male,Subscriber,+1-555-9821,user_1532@zencity-bikes.com,North Side,731 Broadway Ave
C-1507,31,Male,Subscriber,+1-555-9269,user_1507@zencity-bikes.com,North Side,791 Broadway Ave
C-1538,31,Male,Subscriber,+1-555-4277,user_1538@zencity-bikes.com,North Side,785 Broadway Ave
C-0158,31,Male,Subscriber,+1-555-5693,user_0158@zencity-bikes.com,North Side,995 Broadway Ave
C-1381,31,Male,Subscriber,+1-555-6053,user_1381@zencity-bikes.com,North Side,734 Broadway Ave
C-1456,31,Male,Subscriber,+1-555-5909,user_1456@zencity-bikes.com,North Side,797 Broadway Ave
C-1269,31,Male,Subscriber,+1-555-5525,user_1269@zencity-bikes.com,North Side,206 Broadway Ave
C-1327,31,Male,Subscriber,+1-555-4949,user_1327@zencity-bikes.com,North Side,845 Broadway Ave
C-0131,31,Male,Subscriber,+1-555-8237,user_0131@zencity-bikes.com,North Side,38 Broadway Ave
C-0048,35,Male,Subscriber,+1-555-4641,user_0048@zencity-bikes.com,North Side,528 Oak Lane
C-0101,35,Male,Subscriber,+1-555-6441,user_0101@zencity-bikes.com,North Side,690 Oak Lane
C-1565,35,Male,Subscriber,+1-555-1641,user_1565@zencity-bikes.com,North Side,867 Oak Lane
C-1330,35,Male,Subscriber,+1-555-7209,user_1330@zencity-bikes.com,North Side,540 Oak Lane
C-0100,35,Male,Subscriber,+1-555-7233,user_0100@zencity-bikes.com,North Side,33 Oak Lane
C-1617,35,Male,Subscriber,+1-555-5577,user_1617@zencity-bikes.com,North Side,726 Oak Lane
C-1632,35,Male,Subscriber,+1-555-9441,user_1632@zencity-bikes.com,North Side,225 Oak Lane
C-1469,35,Male,Subscriber,+1-555-4665,user_1469@zencity-bikes.com,North Side,390 Oak Lane
C-1562,35,Male,Subscriber,+1-555-6537,user_1562@zencity-bikes.com,North Side,39 Oak Lane
C-1525,35,Male,Subscriber,+1-555-3585,user_1525@zencity-bikes.com,North Side,12 Oak Lane
C-1438,35,Male,Subscriber,+1-555-8433,user_1438@zencity-bikes.com,North Side,747 Oak Lane
C-0028,39,Male,Customer,+1-555-9349,user_0028@zencity-bikes.com,North Side,79 Main St
C-1652,39,Male,Customer,+1-555-9925,user_1652@zencity-bikes.com,North Side,385 Main St
C-1514,39,Male,Customer,+1-555-4573,user_1514@zencity-bikes.com,North Side,370 Main St
C-1551,39,Male,Customer,+1-555-4765,user_1551@zencity-bikes.com,North Side,580 Main St
C-0167,39,Male,Customer,+1-555-1789,user_0167@zencity-bikes.com,North Side,232 Main St
C-1328,39,Male,Customer,+1-555-9973,user_1328@zencity-bikes.com,North Side,910 Main St
C-0165,39,Male,Customer,+1-555-5653,user_0165@zencity-bikes.com,North Side,172 Main St
C-1622,39,Male,Customer,+1-555-4405,user_1622@zencity-bikes.com,North Side,31 Main St
C-1518,39,Male,Customer,+1-555-7741,user_1518@zencity-bikes.com,North Side,433 Main St
C-0051,39,Male,Customer,+1-555-4549,user_0051@zencity-bikes.com,North Side,265 Main St
C-1630,39,Male,Customer,+1-555-8653,user_1630@zencity-bikes.com,North Side,220 Main St
C-1355,39,Male,Customer,+1-555-8893,user_1355@zencity-bikes.com,North Side,928 Main St
C-0056,39,Male,Customer,+1-555-1213,user_0056@zencity-bikes.com,North Side,277 Main St
C-1271,39,Male,Customer,+1-555-8005,user_1271@zencity-bikes.com,North Side,445 Main St
C-0140,39,Male,Customer,+1-555-3061,user_0140@zencity-bikes.com,North Side,118 Main St
C-1593,39,Male,Customer,+1-555-4765,user_1593@zencity-bikes.com,North Side,346 Main St
C-0045,39,Male,Customer,+1-555-7021,user_0045@zencity-bikes.com,North Side,631 Main St
C-0117,39,Male,Customer,+1-555-6589,user_0117@zencity-bikes.com,North Side,829 Main St
C-1570,43,Male,Subscriber,+1-555-7577,user_1570@zencity-bikes.com,North Side,908 Broadway Ave
C-1316,43,Male,Subscriber,+1-555-6929,user_1316@zencity-bikes.com,North Side,782 Broadway Ave
C-1563,43,Male,Subscriber,+1-555-7721,user_1563@zencity-bikes.com,North Side,296 Broadway Ave
C-1618,43,Male,Subscriber,+1-555-7817,user_1618@zencity-bikes.com,North Side,59 Broadway Ave
C-0099,43,Male,Subscriber,+1-555-3137,user_0099@zencity-bikes.com,North Side,401 Broadway Ave
C-0030,43,Male,Subscriber,+1-555-6977,user_0030@zencity-bikes.com,North Side,479 Broadway Ave
C-1648,43,Male,Subscriber,+1-555-9545,user_1648@zencity-bikes.com,North Side,662 Broadway Ave
C-1466,43,Male,Subscriber,+1-555-2969,user_1466@zencity-bikes.com,North Side,359 Broadway Ave
C-1312,43,Male,Subscriber,+1-555-2369,user_1312@zencity-bikes.com,North Side,560 Broadway Ave
C-1411,43,Male,Subscriber,+1-555-1457,user_1411@zencity-bikes.com,North Side,377 Broadway Ave
C-0147,47,Male,Subscriber,+1-555-6069,user_0147@zencity-bikes.com,North Side,849 Oak Lane
C-0068,47,Male,Subscriber,+1-555-2925,user_0068@zencity-bikes.com,North Side,513 Oak Lane
C-1490,47,Male,Subscriber,+1-555-4173,user_1490@zencity-bikes.com,North Side,771 Oak Lane
C-1555,47,Male,Subscriber,+1-555-3333,user_1555@zencity-bikes.com,North Side,867 Oak Lane
C-1301,47,Male,Subscriber,+1-555-7773,user_1301@zencity-bikes.com,North Side,924 Oak Lane
C-1458,47,Male,Subscriber,+1-555-3045,user_1458@zencity-bikes.com,North Side,642 Oak Lane
C-1549,47,Male,Subscriber,+1-555-1581,user_1549@zencity-bikes.com,North Side,114 Oak Lane
C-1448,47,Male,Subscriber,+1-555-9405,user_1448@zencity-bikes.com,North Side,882 Oak Lane
C-1344,47,Male,Subscriber,+1-555-3309,user_1344@zencity-bikes.com,North Side,753 Oak Lane
C-1373,47,Male,Subscriber,+1-555-4101,user_1373@zencity-bikes.com,North Side,78 Oak Lane
C-1426,47,Male,Subscriber,+1-555-2541,user_1426@zencity-bikes.com,North Side,948 Oak Lane
C-0163,51,Male,Customer,+1-555-4129,user_0163@zencity-bikes.com,North Side,898 Main St
C-1533,51,Male,Customer,+1-555-8809,user_1533@zencity-bikes.com,North Side,340 Main St
C-1338,51,Male,Customer,+1-555-8353,user_1338@zencity-bikes.com,North Side,577 Main St
C-0006,51,Male,Customer,+1-555-6817,user_0006@zencity-bikes.com,North Side,463 Main St
C-1433,51,Male,Customer,+1-555-5281,user_1433@zencity-bikes.com,North Side,574 Main St
C-0114,55,Male,Subscriber,+1-555-8069,user_0114@zencity-bikes.com,North Side,689 Broadway Ave
C-1270,55,Male,Subscriber,+1-555-9269,user_1270@zencity-bikes.com,North Side,242 Broadway Ave
C-1390,55,Male,Subscriber,+1-555-8453,user_1390@zencity-bikes.com,North Side,983 Broadway Ave
C-1504,55,Male,Subscriber,+1-555-2069,user_1504@zencity-bikes.com,North Side,692 Broadway Ave
C-1489,55,Male,Subscriber,+1-555-4253,user_1489@zencity-bikes.com,North Side,824 Broadway Ave
C-1462,55,Male,Subscriber,+1-555-2069,user_1462@zencity-bikes.com,North Side,953 Broadway Ave
C-1543,55,Male,Subscriber,+1-555-7709,user_1543@zencity-bikes.com,North Side,122 Broadway Ave
C-1634,55,Male,Subscriber,+1-555-3485,user_1634@zencity-bikes.com,North Side,596 Broadway Ave
C-1441,55,Male,Subscriber,+1-555-3749,user_1441@zencity-bikes.com,North Side,932 Broadway Ave
C-1503,55,Male,Subscriber,+1-555-6773,user_1503@zencity-bikes.com,North Side,995 Broadway Ave
C-0021,55,Male,Subscriber,+1-555-7685,user_0021@zencity-bikes.com,North Side,377 Broadway Ave
C-1566,55,Male,Subscriber,+1-555-4253,user_1566@zencity-bikes.com,North Side,95 Broadway Ave
C-1461,55,Male,Subscriber,+1-555-5285,user_1461@zencity-bikes.com,North Side,686 Broadway Ave
C-0061,55,Male,Subscriber,+1-555-4757,user_0061@zencity-bikes.com,North Side,221 Broadway Ave
C-1655,55,Male,Subscriber,+1-555-8189,user_1655@zencity-bikes.com,North Side,134 Broadway Ave
C-0018,55,Male,Subscriber,+1-555-5789,user_0018@zencity-bikes.com,North Side,164 Broadway Ave
C-1260,55,Male,Subscriber,+1-555-2405,user_1260@zencity-bikes.com,North Side,308 Broadway Ave
C-1295,59,Male,Subscriber,+1-555-1017,user_1295@zencity-bikes.com,North Side,180 Oak Lane
C-1529,59,Male,Subscriber,+1-555-9273,user_1529@zencity-bikes.com,North Side,165 Oak Lane
C-1473,59,Male,Subscriber,+1-555-1449,user_1473@zencity-bikes.com,North Side,594 Oak Lane
C-1346,59,Male,Subscriber,+1-555-4089,user_1346@zencity-bikes.com,North Side,705 Oak Lane
C-1515,59,Male,Subscriber,+1-555-2217,user_1515@zencity-bikes.com,North Side,921 Oak Lane
C-1350,59,Male,Subscriber,+1-555-2049,user_1350@zencity-bikes.com,North Side,753 Oak Lane
C-0123,59,Male,Subscriber,+1-555-1281,user_0123@zencity-bikes.com,North Side,273 Oak Lane
C-1397,59,Male,Subscriber,+1-555-3057,user_1397@zencity-bikes.com,North Side,663 Oak Lane
C-1536,59,Male,Subscriber,+1-555-3753,user_1536@zencity-bikes.com,North Side,918 Oak Lane
